id,dataset_id,category,prompt,completion,group_id
gym-data.csv:000332,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #2 40kgx3""},{""role"":""user"",""content"":""snatch s3 40+10 r3""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":3,""weightKg"":50}",gym-session:000928
gym-data.csv:000333,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s3 40+10 r3""},{""role"":""user"",""content"":""snatch #4 60x4""}]","{""exercise"":""snatch"",""setNumber"":4,""reps"":4,""weightKg"":60}",gym-session:000928
gym-data.csv:000334,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #4 60x4""},{""role"":""user"",""content"":""60x4""}]","{""exercise"":""snatch"",""setNumber"":5,""reps"":4,""weightKg"":60}",gym-session:000928
gym-data.csv:000338,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #8 65kgx1""},{""role"":""user"",""content"":""clean set1 50 5r""}]","{""exercise"":""clean"",""setNumber"":1,""reps"":5,""weightKg"":50}",gym-session:001493
gym-data.csv:000339,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean set1 50 5r""},{""role"":""user"",""content"":""clean s2 50 +10 3reps""}]","{""exercise"":""clean"",""setNumber"":2,""reps"":3,""weightKg"":60}",gym-session:001493
gym-data.csv:000340,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s2 50 +10 3reps""},{""role"":""user"",""content"":""clean s3 60+10x3""}]","{""exercise"":""clean"",""setNumber"":3,""reps"":3,""weightKg"":70}",gym-session:001493
gym-data.csv:000341,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s3 60+10x3""},{""role"":""user"",""content"":""clean #4 70+10x4""}]","{""exercise"":""clean"",""setNumber"":4,""reps"":4,""weightKg"":80}",gym-session:001493
gym-data.csv:000342,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #4 70+10x4""},{""role"":""user"",""content"":""s5 80kgx4""}]","{""exercise"":""clean"",""setNumber"":5,""reps"":4,""weightKg"":80}",gym-session:001493
gym-data.csv:000344,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #6 80kgx4""},{""role"":""user"",""content"":""clean set7 80kgx4""}]","{""exercise"":""clean"",""setNumber"":7,""reps"":4,""weightKg"":80}",gym-session:000374
gym-data.csv:000345,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s1 40x4""}]","{""exercise"":""snatch"",""setNumber"":1,""reps"":4,""weightKg"":40}",gym-session:000344
gym-data.csv:000347,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set2 50kgx3""},{""role"":""user"",""content"":""snatch s3 50kg +10kg x4""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":4,""weightKg"":60}",gym-session:000346
gym-data.csv:000348,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s3 50kg +10kg x4""},{""role"":""user"",""content"":""s4 60x4""}]","{""exercise"":""snatch"",""setNumber"":4,""reps"":4,""weightKg"":60}",gym-session:000346
gym-data.csv:000354,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #1 40kgx4""},{""role"":""user"",""content"":""+10 x2""}]","{""exercise"":""snatch"",""setNumber"":2,""reps"":2,""weightKg"":50}",gym-session:001550
gym-data.csv:000355,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s2 40+10 2""},{""role"":""user"",""content"":""+5 x1""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":1,""weightKg"":55}",gym-session:000354
gym-data.csv:000356,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set3 50+5 r1""},{""role"":""user"",""content"":""snatch set4 55 +5 3""}]","{""exercise"":""snatch"",""setNumber"":4,""reps"":3,""weightKg"":60}",gym-session:000355
gym-data.csv:000357,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set4 55 +5 3""},{""role"":""user"",""content"":""60x3""}]","{""exercise"":""snatch"",""setNumber"":5,""reps"":3,""weightKg"":60}",gym-session:000355
gym-data.csv:000358,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set5 60kgx3""},{""role"":""user"",""content"":""+5 x3""}]","{""exercise"":""snatch"",""setNumber"":6,""reps"":3,""weightKg"":65}",gym-session:000357
gym-data.csv:000362,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #2 50+10 r3""},{""role"":""user"",""content"":""clean s3 70 r3""}]","{""exercise"":""clean"",""setNumber"":3,""reps"":3,""weightKg"":70}",gym-session:000361
gym-data.csv:000363,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s3 70 r3""},{""role"":""user"",""content"":""clean s4 70kg +10kg x3""}]","{""exercise"":""clean"",""setNumber"":4,""reps"":3,""weightKg"":80}",gym-session:000361
gym-data.csv:000364,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s4 70kg +10kg x3""},{""role"":""user"",""content"":""clean set5 80 3reps""}]","{""exercise"":""clean"",""setNumber"":5,""reps"":3,""weightKg"":80}",gym-session:000361
gym-data.csv:000365,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""dl s1 90kgx3""}]","{""exercise"":""deadlift"",""setNumber"":1,""reps"":3,""weightKg"":90}",gym-session:000364
gym-data.csv:000366,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""dl s1 90kgx3""},{""role"":""user"",""content"":""deadlift set2 90 3reps""}]","{""exercise"":""deadlift"",""setNumber"":2,""reps"":3,""weightKg"":90}",gym-session:000364
gym-data.csv:000367,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""deadlift set2 90 3reps""},{""role"":""user"",""content"":""#3 90kgx5""}]","{""exercise"":""deadlift"",""setNumber"":3,""reps"":5,""weightKg"":90}",gym-session:000364
gym-data.csv:000368,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #1 40 3""}]","{""exercise"":""snatch"",""setNumber"":1,""reps"":3,""weightKg"":40}",gym-session:000367
gym-data.csv:000369,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #1 40 3""},{""role"":""user"",""content"":""snatch set2 40kgx3""}]","{""exercise"":""snatch"",""setNumber"":2,""reps"":3,""weightKg"":40}",gym-session:000367
gym-data.csv:000370,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set2 40kgx3""},{""role"":""user"",""content"":""+10 x3""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":3,""weightKg"":50}",gym-session:000367
gym-data.csv:000375,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s1 50x4""}]","{""exercise"":""clean"",""setNumber"":1,""reps"":4,""weightKg"":50}",gym-session:000374
gym-data.csv:000376,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s1 50x4""},{""role"":""user"",""content"":""clean set2 50+10x2""}]","{""exercise"":""clean"",""setNumber"":2,""reps"":2,""weightKg"":60}",gym-session:000374
gym-data.csv:000377,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean set2 50+10x2""},{""role"":""user"",""content"":""clean set3 70x3""}]","{""exercise"":""clean"",""setNumber"":3,""reps"":3,""weightKg"":70}",gym-session:000374
gym-data.csv:000378,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean set3 70x3""},{""role"":""user"",""content"":""clean #4 80 r4""}]","{""exercise"":""clean"",""setNumber"":4,""reps"":4,""weightKg"":80}",gym-session:000374
gym-data.csv:000379,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #4 80 r4""},{""role"":""user"",""content"":""clean #5 80 4""}]","{""exercise"":""clean"",""setNumber"":5,""reps"":4,""weightKg"":80}",gym-session:000374
gym-data.csv:000380,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #5 80 4""},{""role"":""user"",""content"":""clean #6 80kgx4""}]","{""exercise"":""clean"",""setNumber"":6,""reps"":4,""weightKg"":80}",gym-session:000374
gym-data.csv:000381,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean #6 80kgx4""},{""role"":""user"",""content"":""clean set7 80kgx3""}]","{""exercise"":""clean"",""setNumber"":7,""reps"":3,""weightKg"":80}",gym-session:000374
gym-data.csv:000382,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat #1 60 5""}]","{""exercise"":""squat"",""setNumber"":1,""reps"":5,""weightKg"":60}",gym-session:000381
gym-data.csv:000383,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat #1 60 5""},{""role"":""user"",""content"":""squat s2 60+20x4""}]","{""exercise"":""squat"",""setNumber"":2,""reps"":4,""weightKg"":80}",gym-session:001764
gym-data.csv:000384,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat s2 60+20x4""},{""role"":""user"",""content"":""+10 x3""}]","{""exercise"":""squat"",""setNumber"":3,""reps"":3,""weightKg"":90}",gym-session:001764
gym-data.csv:000385,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat set3 80+10x3""},{""role"":""user"",""content"":""90x4""}]","{""exercise"":""squat"",""setNumber"":4,""reps"":4,""weightKg"":90}",gym-session:000384
gym-data.csv:000386,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat #4 90 r4""},{""role"":""user"",""content"":""squat #5 90 4""}]","{""exercise"":""squat"",""setNumber"":5,""reps"":4,""weightKg"":90}",gym-session:000385
gym-data.csv:000389,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #2 40x3""},{""role"":""user"",""content"":""set3 40kg +10kg x3""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":3,""weightKg"":50}",gym-session:001204
gym-data.csv:000392,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s5 60 4""},{""role"":""user"",""content"":""60x4""}]","{""exercise"":""snatch"",""setNumber"":6,""reps"":4,""weightKg"":60}",gym-session:000391
gym-data.csv:000394,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set7 60 r4""},{""role"":""user"",""content"":""60x4""}]","{""exercise"":""snatch"",""setNumber"":8,""reps"":4,""weightKg"":60}",gym-session:000393
gym-data.csv:000397,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat #2 80x4""},{""role"":""user"",""content"":""s3 80kg +10kg x3""}]","{""exercise"":""squat"",""setNumber"":3,""reps"":3,""weightKg"":90}",gym-session:000396
gym-data.csv:000399,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat set4 90+10 r4""},{""role"":""user"",""content"":""squat #5 100 4r""}]","{""exercise"":""squat"",""setNumber"":5,""reps"":4,""weightKg"":100}",gym-session:000398
gym-data.csv:000400,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat #5 100 4r""},{""role"":""user"",""content"":""squat s6 100 4r""}]","{""exercise"":""squat"",""setNumber"":6,""reps"":4,""weightKg"":100}",gym-session:000398
gym-data.csv:000401,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""squat s6 100 4r""},{""role"":""user"",""content"":""squat set7 100kgx4""}]","{""exercise"":""squat"",""setNumber"":7,""reps"":4,""weightKg"":100}",gym-session:000398
gym-data.csv:000404,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s2 40x4""},{""role"":""user"",""content"":""snatch #3 50x4""}]","{""exercise"":""snatch"",""setNumber"":3,""reps"":4,""weightKg"":50}",gym-session:000993
gym-data.csv:000405,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch #3 50x4""},{""role"":""user"",""content"":""snatch set4 50 +10 3""}]","{""exercise"":""snatch"",""setNumber"":4,""reps"":3,""weightKg"":60}",gym-session:000993
gym-data.csv:000406,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set4 50 +10 3""},{""role"":""user"",""content"":""+5 x3""}]","{""exercise"":""snatch"",""setNumber"":5,""reps"":3,""weightKg"":65}",gym-session:000993
gym-data.csv:000407,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch set5 65x3""},{""role"":""user"",""content"":""65x3""}]","{""exercise"":""snatch"",""setNumber"":6,""reps"":3,""weightKg"":65}",gym-session:000406
gym-data.csv:000408,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""snatch s6 65x3""},{""role"":""user"",""content"":""snatch s7 65x3""}]","{""exercise"":""snatch"",""setNumber"":7,""reps"":3,""weightKg"":65}",gym-session:000407
gym-data.csv:000409,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s1 50x5""}]","{""exercise"":""clean"",""setNumber"":1,""reps"":5,""weightKg"":50}",gym-session:000408
gym-data.csv:000410,gym-data.csv,gym,"[{""role"":""system"",""content"":""The user selected the gym category. Extract one strength-training set from the input. Return one compact JSON object with exercise, setNumber, and reps, plus weightKg when weighted. Use the previous user message only to resolve omitted state such as a leading +N/-N, never to override values present in the current input. Omit weightKg for bodyweight. Do not output nulls, extra fields, markdown, or explanations.""},{""role"":""user"",""content"":""clean s1 50x5""},{""role"":""user"",""content"":""clean s2 50+20x3""}]","{""exercise"":""clean"",""setNumber"":2,""reps"":3,""weightKg"":70}",gym-session:000408
